183	1173709	2190
184	1175899	4104
185	1180003	3567
186	1183570	2478
187	1186048	9566
188	1195614	2618
189	1198232	2923
190	1201155	4140
191	1205295	3555
192	1208850	2893
193	1211743	13616
194	1225359	3383
195	1228742	974
196	1229716	3019
197	1232735	4316
198	1237051	3239
199	1240290	9876
200	1250166	7690
201	1257856	2065
202	1259921	892
203	1260813	2425
204	1263238	1843
205	1265081	2737
206	1267818	3313
207	1271131	2004
208	1273135	2379
209	1275514	1666
210	1277180	2386
211	1279566	1680
212	1281246	1671
213	1282917	1337
214	1284254	5115
216	1289369	3556
217	1292925	2314
218	1295239	1303
220	1296542	2155
221	1298697	4697
222	1303394	287
223	1303681	276
224	1303957	287
225	1304244	300
226	1304544	286
227	1304830	304
228	1305134	86
229	1305220	86
230	1305306	4459
231	1309765	11828
232	1321593	13901
234	1335494	1703
235	1337197	606
236	1337803	13921
238	1351724	7534
239	1359258	29566
240	1388824	11125
241	1399949	3369
243	1403318	5366
244	1408684	11543
245	1420227	5217
247	1425444	8035
248	1433479	11431
250	1444910	9235
252	1454145	2254
255	1456399	6977
256	1463376	24110
258	1487486	7377
259	1494863	12591
260	1507454	207
261	1507661	212
262	1507873	204
263	1508077	217
266	1508294	209
268	1508503	217
280	1508720	11143
281	1519863	12662
282	1532525	1197
283	1533722	5644
284	1539366	4147
285	1543513	5178
286	1548691	18813
287	1567504	5517
288	1573021	5418
289	1578439	17794
290	1596233	6374
291	1602607	9968
292	1612575	7901
293	1620476	4340
294	1624816	6780
295	1631596	6234
296	1637830	3194
297	1641024	2551
298	1643575	1582
299	1645157	4016
300	1649173	3256
301	1652429	3844
302	1656273	2985
303	1659258	28742
304	1688000	7248
305	1695248	6266
306	1701514	1761
307	1703275	1796
308	1705071	1540
309	1706611	1221
310	1707832	6474
311	1714306	14288
312	1728594	14160
313	1742754	791
314	1743545	455
315	1744000	299
316	1744299	4136
317	1748435	2281
318	1750716	2728
320	1753444	8816
321	1762260	5427
322	1767687	243
323	1767930	3284
324	1771214	8599
325	1779813	2746
326	1782559	2398
327	1784957	4309
328	1789266	1987
329	1791253	2684
330	1793937	2115
331	1796052	1417
334	1797469	21044
335	1818513	4874
336	1823387	1608
337	1824995	7384
338	1832379	301
340	1832680	6012
341	1838692	4572
342	1843264	5063
343	1848327	2886
344	1851213	1978
345	1853191	10466
346	1863657	2319
347	1865976	4610
348	1870586	7468
350	1878054	6343
352	1884397	7716
353	1892113	10132
354	1902245	11126
355	1913371	13454
356	1926825	817
357	1927642	1405
358	1929047	825
360	1929872	813
362	1930685	1421
363	1932106	1429
364	1933535	1533
366	1935068	870
369	1935938	1496
370	1937434	1399
372	1938833	1424
373	1940257	862
374	1941119	867
378	1941986	811
379	1942797	830
381	1943627	862
382	1944489	1422
385	1945911	1420
386	1947331	1412
387	1948743	813
388	1949556	1473
389	1951029	1482
391	1952511	1451
392	1953962	1497
393	1955459	814
395	1956273	1683
396	1957956	1411
398	1959367	1439
399	1960806	1427
401	1962233	1374
402	1963607	878
403	1964485	1512
404	1965997	827
406	1966824	846
407	1967670	809
410	1968479	820
411	1969299	1553
412	1970852	808
413	1971660	1460
415	1973120	825
